value,count,prop,class,col
5,2813706,92.31,Crops,yellow
2,163877,5.38,Trees,darkgreen
7,41684,1.37,Built Area,red
11,20831,0.68,Rangeland,green
1,5747,0.19,Water,blue
4,1798,0.06,Flooded vegetation,lightgreen
8,383,0.01,Bare ground,burlywood
