value,count,prop,class,col
2,135587,81.77,Trees,darkgreen
11,24219,14.61,Rangeland,green
1,5095,3.07,Water,blue
4,905,0.55,Flooded vegetation,lightgreen
9,6,0,Snow/Ice,black
