value,count,prop,class,col
2,157755,70.96,Trees,darkgreen
1,56290,25.32,Water,blue
11,5172,2.33,Rangeland,green
4,1573,0.71,Flooded vegetation,lightgreen
7,1465,0.66,Built Area,red
8,56,0.03,Bare ground,burlywood
