value,count,prop,class,col
2,213237,79.16,Trees,darkgreen
11,35601,13.22,Rangeland,green
1,13048,4.84,Water,blue
9,5280,1.96,Snow/Ice,black
7,1054,0.39,Built Area,red
8,672,0.25,Bare ground,burlywood
5,458,0.17,Crops,yellow
4,16,0.01,Flooded vegetation,lightgreen
