value,count,prop,class,col
2,327266,48.63,Trees,darkgreen
11,223773,33.25,Rangeland,green
4,110797,16.47,Flooded vegetation,lightgreen
1,7628,1.13,Water,blue
8,3452,0.51,Bare ground,burlywood
