value,count,prop,class,col
7,81102,71.06,Built Area,red
5,20514,17.97,Crops,yellow
2,6874,6.02,Trees,darkgreen
11,4862,4.26,Rangeland,green
1,494,0.43,Water,blue
8,244,0.21,Bare ground,burlywood
4,45,0.04,Flooded vegetation,lightgreen
