value,count,prop,class,col
2,306846,70.76,Trees,darkgreen
1,109957,25.36,Water,blue
11,13745,3.17,Rangeland,green
4,2744,0.63,Flooded vegetation,lightgreen
7,373,0.09,Built Area,red
8,3,0,Bare ground,burlywood
