value,count,prop,class,col
2,521095,71.75,Trees,darkgreen
1,172212,23.71,Water,blue
11,29796,4.1,Rangeland,green
4,3185,0.44,Flooded vegetation,lightgreen
8,19,0,Bare ground,burlywood
