value,count,prop,class,col
2,87531,73.7,Trees,darkgreen
1,19753,16.63,Water,blue
11,5715,4.81,Rangeland,green
4,3834,3.23,Flooded vegetation,lightgreen
7,1847,1.56,Built Area,red
8,89,0.07,Bare ground,burlywood
