value,count,prop,class,col
2,1087748,65.46,Trees,darkgreen
11,247191,14.88,Rangeland,green
1,179190,10.78,Water,blue
4,130397,7.85,Flooded vegetation,lightgreen
8,12858,0.77,Bare ground,burlywood
9,4068,0.24,Snow/Ice,black
7,301,0.02,Built Area,red
