value,count,prop,class,col
2,410371,43.64,Trees,darkgreen
11,324946,34.55,Rangeland,green
1,105670,11.24,Water,blue
4,97187,10.33,Flooded vegetation,lightgreen
8,1803,0.19,Bare ground,burlywood
9,415,0.04,Snow/Ice,black
7,18,0,Built Area,red
5,5,0,Crops,yellow
