value,count,prop,class,col
2,184805,79.08,Trees,darkgreen
1,29665,12.69,Water,blue
11,16084,6.88,Rangeland,green
7,2624,1.12,Built Area,red
4,446,0.19,Flooded vegetation,lightgreen
5,60,0.03,Crops,yellow
