value,count,prop,class,col
2,1268414,77.73,Trees,darkgreen
1,159560,9.78,Water,blue
11,119598,7.33,Rangeland,green
5,54367,3.33,Crops,yellow
7,23086,1.41,Built Area,red
8,3663,0.22,Bare ground,burlywood
4,3087,0.19,Flooded vegetation,lightgreen
9,1,0,Snow/Ice,black
