value,count,prop,class,col
2,287956,91.81,Trees,darkgreen
11,13458,4.29,Rangeland,green
1,11361,3.62,Water,blue
4,758,0.24,Flooded vegetation,lightgreen
8,120,0.04,Bare ground,burlywood
7,2,0,Built Area,red
