value,count,prop,class,col
2,464214,57.59,Trees,darkgreen
11,192185,23.84,Rangeland,green
4,98792,12.26,Flooded vegetation,lightgreen
1,49543,6.15,Water,blue
9,731,0.09,Snow/Ice,black
8,599,0.07,Bare ground,burlywood
