value,count,prop,class,col
5,193377,90.1,Crops,yellow
2,12553,5.85,Trees,darkgreen
7,7908,3.68,Built Area,red
1,542,0.25,Water,blue
11,229,0.11,Rangeland,green
8,7,0,Bare ground,burlywood
