value,count,prop,class,col
2,301060,49.99,Trees,darkgreen
11,271290,45.05,Rangeland,green
4,17242,2.86,Flooded vegetation,lightgreen
8,8983,1.49,Bare ground,burlywood
1,3665,0.61,Water,blue
