value,count,prop,class,col
11,1304907,42.45,Rangeland,green
4,653499,21.26,Flooded vegetation,lightgreen
1,562524,18.3,Water,blue
9,543015,17.66,Snow/Ice,black
2,8606,0.28,Trees,darkgreen
8,1776,0.06,Bare ground,burlywood
