value,count,prop,class,col
2,54819,65.63,Trees,darkgreen
5,20674,24.75,Crops,yellow
7,3496,4.19,Built Area,red
11,3473,4.16,Rangeland,green
1,905,1.08,Water,blue
8,153,0.18,Bare ground,burlywood
4,1,0,Flooded vegetation,lightgreen
