value,count,prop,class,col
2,107557,33.1,Trees,darkgreen
5,105579,32.49,Crops,yellow
11,52773,16.24,Rangeland,green
7,49662,15.28,Built Area,red
1,5523,1.7,Water,blue
4,2994,0.92,Flooded vegetation,lightgreen
8,828,0.25,Bare ground,burlywood
