value,count,prop,class,col
2,172968,69,Trees,darkgreen
11,74767,29.83,Rangeland,green
1,1962,0.78,Water,blue
8,643,0.26,Bare ground,burlywood
4,325,0.13,Flooded vegetation,lightgreen
