value,count,prop,class,col
11,1005988,62.09,Rangeland,green
1,262124,16.18,Water,blue
2,215488,13.3,Trees,darkgreen
4,120188,7.42,Flooded vegetation,lightgreen
9,14590,0.9,Snow/Ice,black
8,1555,0.1,Bare ground,burlywood
7,221,0.01,Built Area,red
