value,count,prop,class,col
2,472832,87.92,Trees,darkgreen
1,41829,7.78,Water,blue
11,22561,4.2,Rangeland,green
4,318,0.06,Flooded vegetation,lightgreen
7,232,0.04,Built Area,red
8,12,0,Bare ground,burlywood
9,2,0,Snow/Ice,black
