value,count,prop,class,col
2,592710,72.38,Trees,darkgreen
1,82986,10.13,Water,blue
11,74244,9.07,Rangeland,green
9,51649,6.31,Snow/Ice,black
8,16439,2.01,Bare ground,burlywood
4,519,0.06,Flooded vegetation,lightgreen
5,290,0.04,Crops,yellow
7,91,0.01,Built Area,red
10,7,0,Clouds,grey
