value,count,prop,class,col
4,196392,70.33,Flooded vegetation,lightgreen
11,70738,25.33,Rangeland,green
2,10830,3.88,Trees,darkgreen
1,1244,0.45,Water,blue
8,24,0.01,Bare ground,burlywood
