value,count,prop,class,col
5,70240,53.92,Crops,yellow
2,46568,35.75,Trees,darkgreen
7,7038,5.4,Built Area,red
11,5529,4.24,Rangeland,green
1,757,0.58,Water,blue
8,67,0.05,Bare ground,burlywood
4,59,0.05,Flooded vegetation,lightgreen
