value,count,prop,class,col
2,452967,68.59,Trees,darkgreen
1,116932,17.71,Water,blue
11,89705,13.58,Rangeland,green
4,650,0.1,Flooded vegetation,lightgreen
8,86,0.01,Bare ground,burlywood
7,21,0,Built Area,red
5,1,0,Crops,yellow
