value,count,prop,class,col
2,166015,50.6,Trees,darkgreen
11,120689,36.79,Rangeland,green
5,27513,8.39,Crops,yellow
8,8474,2.58,Bare ground,burlywood
1,2622,0.8,Water,blue
7,1775,0.54,Built Area,red
9,922,0.28,Snow/Ice,black
4,54,0.02,Flooded vegetation,lightgreen
