value,count,prop,class,col
2,525823,75.42,Trees,darkgreen
1,109248,15.67,Water,blue
11,55015,7.89,Rangeland,green
4,6177,0.89,Flooded vegetation,lightgreen
7,876,0.13,Built Area,red
8,100,0.01,Bare ground,burlywood
