value,count,prop,class,col
2,391708,54.09,Trees,darkgreen
11,189820,26.21,Rangeland,green
8,92076,12.72,Bare ground,burlywood
1,23343,3.22,Water,blue
7,13442,1.86,Built Area,red
9,10724,1.48,Snow/Ice,black
5,1868,0.26,Crops,yellow
4,1150,0.16,Flooded vegetation,lightgreen
