value,count,prop,class,col
2,459048,74.33,Trees,darkgreen
1,94962,15.38,Water,blue
11,57011,9.23,Rangeland,green
4,3461,0.56,Flooded vegetation,lightgreen
7,2062,0.33,Built Area,red
5,917,0.15,Crops,yellow
8,84,0.01,Bare ground,burlywood
