value,count,prop,class,col
2,401950,49.45,Trees,darkgreen
11,369262,45.43,Rangeland,green
8,29243,3.6,Bare ground,burlywood
9,7116,0.88,Snow/Ice,black
1,5204,0.64,Water,blue
5,3,0,Crops,yellow
4,1,0,Flooded vegetation,lightgreen
