value,count,prop,class,col
2,379979,52.12,Trees,darkgreen
11,309824,42.5,Rangeland,green
1,24368,3.34,Water,blue
5,4697,0.64,Crops,yellow
7,3403,0.47,Built Area,red
4,3370,0.46,Flooded vegetation,lightgreen
8,3168,0.43,Bare ground,burlywood
9,258,0.04,Snow/Ice,black
