value,count,prop,class,col
5,121883,82.73,Crops,yellow
2,16448,11.16,Trees,darkgreen
4,4619,3.14,Flooded vegetation,lightgreen
7,2763,1.88,Built Area,red
11,1143,0.78,Rangeland,green
1,468,0.32,Water,blue
