value,count,prop,class,col
2,421649,64.01,Trees,darkgreen
11,116217,17.64,Rangeland,green
1,100334,15.23,Water,blue
4,14843,2.25,Flooded vegetation,lightgreen
8,5552,0.84,Bare ground,burlywood
9,154,0.02,Snow/Ice,black
