value,count,prop,class,col
2,434218,71.79,Trees,darkgreen
1,126879,20.98,Water,blue
11,42713,7.06,Rangeland,green
4,1058,0.17,Flooded vegetation,lightgreen
9,11,0,Snow/Ice,black
8,4,0,Bare ground,burlywood
