value,count,prop,class,col
2,225271,64.88,Trees,darkgreen
11,86934,25.04,Rangeland,green
4,21343,6.15,Flooded vegetation,lightgreen
1,13659,3.93,Water,blue
8,10,0,Bare ground,burlywood
9,4,0,Snow/Ice,black
5,1,0,Crops,yellow
