value,count,prop,class,col
2,681499,59.87,Trees,darkgreen
1,191278,16.8,Water,blue
11,173015,15.2,Rangeland,green
4,89999,7.91,Flooded vegetation,lightgreen
8,1644,0.14,Bare ground,burlywood
9,648,0.06,Snow/Ice,black
7,223,0.02,Built Area,red
