value,count,prop,class,col
5,114543,61.13,Crops,yellow
2,65786,35.11,Trees,darkgreen
7,3557,1.9,Built Area,red
11,3070,1.64,Rangeland,green
1,376,0.2,Water,blue
8,54,0.03,Bare ground,burlywood
