value,count,prop,class,col
2,1904568,75.7,Trees,darkgreen
11,404338,16.07,Rangeland,green
1,103231,4.1,Water,blue
7,63299,2.52,Built Area,red
5,36622,1.46,Crops,yellow
4,2818,0.11,Flooded vegetation,lightgreen
8,1141,0.05,Bare ground,burlywood
