value,count,prop,class,col
2,619120,86.65,Trees,darkgreen
1,59721,8.36,Water,blue
11,30316,4.24,Rangeland,green
4,5341,0.75,Flooded vegetation,lightgreen
8,11,0,Bare ground,burlywood
