value,count,prop,class,col
2,277750,63.29,Trees,darkgreen
11,152500,34.75,Rangeland,green
1,5284,1.2,Water,blue
8,1676,0.38,Bare ground,burlywood
4,1637,0.37,Flooded vegetation,lightgreen
