value,count,prop,class,col
2,147075,82.86,Trees,darkgreen
1,21150,11.92,Water,blue
11,9012,5.08,Rangeland,green
4,253,0.14,Flooded vegetation,lightgreen
8,8,0,Bare ground,burlywood
