value,count,prop,class,col
2,953195,70.91,Trees,darkgreen
11,227298,16.91,Rangeland,green
9,110970,8.25,Snow/Ice,black
1,25360,1.89,Water,blue
8,22686,1.69,Bare ground,burlywood
4,4817,0.36,Flooded vegetation,lightgreen
