value,count,prop,class,col
4,168916,42.95,Flooded vegetation,lightgreen
11,112413,28.58,Rangeland,green
2,80127,20.37,Trees,darkgreen
1,30933,7.86,Water,blue
7,757,0.19,Built Area,red
8,182,0.05,Bare ground,burlywood
5,1,0,Crops,yellow
