value,count,prop,class,col
2,362802,54.44,Trees,darkgreen
4,159705,23.96,Flooded vegetation,lightgreen
11,142185,21.33,Rangeland,green
1,1756,0.26,Water,blue
9,27,0,Snow/Ice,black
