value,count,prop,class,col
5,49342,37.73,Crops,yellow
7,39657,30.32,Built Area,red
2,30944,23.66,Trees,darkgreen
11,7960,6.09,Rangeland,green
1,1844,1.41,Water,blue
8,1032,0.79,Bare ground,burlywood
