value,count,prop,class,col
2,241824,72.14,Trees,darkgreen
11,73021,21.78,Rangeland,green
1,15600,4.65,Water,blue
5,3208,0.96,Crops,yellow
7,863,0.26,Built Area,red
4,510,0.15,Flooded vegetation,lightgreen
8,143,0.04,Bare ground,burlywood
9,25,0.01,Snow/Ice,black
