value,count,prop,class,col
2,608491,76.76,Trees,darkgreen
1,139555,17.6,Water,blue
11,43414,5.48,Rangeland,green
7,1093,0.14,Built Area,red
8,99,0.01,Bare ground,burlywood
4,91,0.01,Flooded vegetation,lightgreen
9,15,0,Snow/Ice,black
5,2,0,Crops,yellow
