value,count,prop,class,col
2,279135,88.74,Trees,darkgreen
1,28743,9.14,Water,blue
11,5949,1.89,Rangeland,green
4,584,0.19,Flooded vegetation,lightgreen
7,152,0.05,Built Area,red
8,4,0,Bare ground,burlywood
