value,count,prop,class,col
2,164240,83.99,Trees,darkgreen
11,21167,10.82,Rangeland,green
1,4613,2.36,Water,blue
5,3861,1.97,Crops,yellow
7,1489,0.76,Built Area,red
4,129,0.07,Flooded vegetation,lightgreen
8,40,0.02,Bare ground,burlywood
