value,count,prop,class,col
2,231101,58.83,Trees,darkgreen
11,81375,20.71,Rangeland,green
4,49343,12.56,Flooded vegetation,lightgreen
1,29565,7.53,Water,blue
7,1213,0.31,Built Area,red
8,234,0.06,Bare ground,burlywood
5,6,0,Crops,yellow
10,3,0,Clouds,grey
