value,count,prop,class,col
2,249064,58.62,Trees,darkgreen
11,167372,39.39,Rangeland,green
1,7084,1.67,Water,blue
4,1355,0.32,Flooded vegetation,lightgreen
8,16,0,Bare ground,burlywood
9,1,0,Snow/Ice,black
