value,count,prop,class,col
2,222264,57.25,Trees,darkgreen
11,76443,19.69,Rangeland,green
5,50391,12.98,Crops,yellow
1,34026,8.76,Water,blue
7,2734,0.7,Built Area,red
4,2313,0.6,Flooded vegetation,lightgreen
8,54,0.01,Bare ground,burlywood
9,2,0,Snow/Ice,black
