value,count,prop,class,col
2,489683,74.63,Trees,darkgreen
11,105338,16.05,Rangeland,green
7,36411,5.55,Built Area,red
1,11832,1.8,Water,blue
5,10403,1.59,Crops,yellow
4,2315,0.35,Flooded vegetation,lightgreen
8,160,0.02,Bare ground,burlywood
