value,count,prop,class,col
4,287307,76.45,Flooded vegetation,lightgreen
11,49599,13.2,Rangeland,green
2,38206,10.17,Trees,darkgreen
1,586,0.16,Water,blue
8,89,0.02,Bare ground,burlywood
5,15,0,Crops,yellow
