value,count,prop,class,col
2,917350,62.1,Trees,darkgreen
5,422411,28.59,Crops,yellow
11,87797,5.94,Rangeland,green
7,45203,3.06,Built Area,red
1,3883,0.26,Water,blue
8,414,0.03,Bare ground,burlywood
4,195,0.01,Flooded vegetation,lightgreen
9,3,0,Snow/Ice,black
