value,count,prop,class,col
2,347942,86.98,Trees,darkgreen
11,31217,7.8,Rangeland,green
1,18926,4.73,Water,blue
7,898,0.22,Built Area,red
5,780,0.19,Crops,yellow
4,128,0.03,Flooded vegetation,lightgreen
8,112,0.03,Bare ground,burlywood
9,5,0,Snow/Ice,black
