value,count,prop,class,col
2,749838,59.56,Trees,darkgreen
1,208444,16.56,Water,blue
11,198442,15.76,Rangeland,green
4,89413,7.1,Flooded vegetation,lightgreen
8,10505,0.83,Bare ground,burlywood
9,2281,0.18,Snow/Ice,black
7,103,0.01,Built Area,red
