value,count,prop,class,col
2,301439,68.95,Trees,darkgreen
1,123643,28.28,Water,blue
11,12105,2.77,Rangeland,green
4,10,0,Flooded vegetation,lightgreen
8,1,0,Bare ground,burlywood
