value,count,prop,class,col
2,423495,59.21,Trees,darkgreen
11,149626,20.92,Rangeland,green
1,114265,15.97,Water,blue
4,27623,3.86,Flooded vegetation,lightgreen
8,214,0.03,Bare ground,burlywood
9,65,0.01,Snow/Ice,black
