value,count,prop,class,col
11,229746,45.56,Rangeland,green
2,198644,39.39,Trees,darkgreen
1,58404,11.58,Water,blue
4,15732,3.12,Flooded vegetation,lightgreen
8,1618,0.32,Bare ground,burlywood
9,173,0.03,Snow/Ice,black
