value,count,prop,class,col
2,312561,73.72,Trees,darkgreen
5,45458,10.72,Crops,yellow
11,41679,9.83,Rangeland,green
7,17524,4.13,Built Area,red
1,6519,1.54,Water,blue
8,163,0.04,Bare ground,burlywood
4,92,0.02,Flooded vegetation,lightgreen
9,4,0,Snow/Ice,black
