value,count,prop,class,col
5,127945,44.9,Crops,yellow
2,83791,29.4,Trees,darkgreen
11,38896,13.65,Rangeland,green
1,19588,6.87,Water,blue
4,12125,4.26,Flooded vegetation,lightgreen
7,2560,0.9,Built Area,red
8,50,0.02,Bare ground,burlywood
9,2,0,Snow/Ice,black
